R	1.82357	
L	2.68083	
R	7.43174	
L	0.54431	
R	4.93808	
L	0.147598	
R	5.12526	
L	1.19364	
R	3.18814	
L	6.64549	
R	1.44353	
L	0.932083	
R	4.80573	
L	3.27417	
R	1.00918	
L	1.04956	
R	0.677085	
L	4.42049	
R	7.16796	
L	6.32049	
R	5.82686	
L	3.30976	
R	4.71125	
L	3.10987	
R	4.42265	
L	0.0562045	
R	2.58612	
L	1.29524	
R	0.697179	
L	1.12708	
R	2.65787	
L	0.0620204	
R	0.560251	
L	0.710051	
R	2.73464	
L	7.71451	
R	0.120259	
L	1.11529	
R	5.27502	
L	2.25397	
R	2.66919	
L	1.53839	
R	4.01095	
L	3.23493	
R	5.62851	
L	0.882327	
R	2.74964	
L	1.60498	
R	0.298655	
L	1.95129	
R	0.950933	
L	1.53587	
R	1.43875	
L	0.645859	
R	3.62426	
L	1.08431	
R	4.11119	
L	0.313227	
R	2.47809	
L	2.12377	
R	5.25651	
L	0.215774	
R	0.886738	
L	3.32829	
R	2.56886	
L	1.10896	
R	2.54041	
L	0.260509	
R	1.5725	
L	2.18855	
R	0.30028	
L	6.10957	
R	3.5534	
L	1.76518	
R	1.0769	
L	3.89743	
R	2.67732	
L	2.70917	
R	0.716698	
L	0.634499	
R	1.80405	
L	3.39848	
R	7.03782	
L	0.0244971	
R	3.86015	
L	0.140248	
R	11.5073	
L	1.68319	
R	2.15961	
L	3.3863	
R	1.03933	
L	0.158864	
R	0.908692	
L	0.354871	
R	3.86429	
L	1.09402	
R	1.60334	
L	7.12865	
R	4.84584	
L	1.70094	
R	3.49734	
L	0.784003	
R	4.45369	
L	2.97204	
R	1.61441	
L	4.11186	
R	3.90548	
L	0.241466	
R	2.3965	
L	0.621576	
R	6.21824	
L	1.01424	
R	3.04579	
L	3.71993	
R	0.763149	
L	0.0705124	
R	0.36539	
L	0.172041	
R	1.04447	
L	0.202928	
R	2.57366	
L	1.82886	
R	2.05932	
L	0.355352	
R	1.44578	
L	6.30115	
R	2.88143	
L	2.51352	
R	7.38471	
L	0.866789	
R	4.01174	
L	3.05941	
R	3.8379	
L	2.53369	
R	1.70728	
L	0.820436	
R	1.26058	
L	5.33626	
R	4.86031	
L	1.18167	
R	3.30518	
L	0.0504515	
R	1.82039	
L	1.06772	
R	4.53438	
L	2.77041	
R	1.50151	
L	1.52754	
R	2.31478	
L	0.114076	
R	2.21647	
L	2.02704	
R	8.63745	
L	1.18262	
R	0.814226	
L	3.26902	
R	9.37292	
L	0.0920509	
R	1.3473	
L	0.43424	
R	2.29296	
L	0.262569	
R	1.52922	
L	4.38093	
R	1.72404	
L	2.55357	
R	3.79688	
L	0.947634	
R	2.88914	
L	1.69781	
